movieId,title,genres,movieId,sum(rating),count(userId),popularity
162282,Amateur Porn Star Killer 3: The Final Chapter (2009),Crime|Horror|Thriller,162282,0.5,1,0.5
90777,White on Rice (2009),Comedy,90777,1.0,2,0.5
143661,Rage (2010),Drama|Horror|Sci-Fi,143661,0.5,1,0.5
176377,King of the Avenue (2010),Action|Adventure|Thriller,176377,0.5,1,0.5
109381,"Paimen, piika ja emäntä (1938)",Drama,109381,0.5,1,0.5
188703,Hole In The Wall (2014),(no genres listed),188703,0.5,1,0.5
144882,I 7 di Marsa Matruh (1970),(no genres listed),144882,0.5,1,0.5
79561,Dr. Moreau's House of Pain (2004),Horror,79561,1.0,2,0.5
124400,Skeleton Key 2: 667 Neighbor of the Beast (2008),(no genres listed),124400,0.5,1,0.5
165607,Naughty @ 40 (2011),Comedy|Drama,165607,0.5,1,0.5
129439,Personal Tailor (2013),Comedy|Drama,129439,0.5,1,0.5
176427,La Petite mort 2 : Nasty Tapes (2014),Horror|Thriller,176427,1.0,2,0.5
177419,Sant'Agostino (2010),Drama,177419,0.5,1,0.5
130660,The Happy Hooker (1975),Comedy|Drama|Romance,130660,0.5,1,0.5
133187,Green Sails (2000),Action|Thriller,133187,0.5,1,0.5
156840,Jurassic Attack (2012),Action|Sci-Fi,156840,0.5,1,0.5
87962,Dreamkiller (2010),Thriller,87962,0.5,1,0.5
174915,"Byron, Ballad for a Daemon (1998)",Drama,174915,0.5,1,0.5
112110,Back in the Day (2005),Action|Crime|Drama|Thriller,112110,0.5,1,0.5
111700,"Girl He Left Behind, The (1956)",Comedy|Drama,111700,0.5,1,0.5
184443,Red Eye (2017),Horror,184443,0.5,1,0.5
123210,Once Fallen (2010),Action|Crime|Drama,123210,1.0,2,0.5
185391,Malena Pichot: Estupidez compleja (2018),Comedy,185391,0.5,1,0.5
185055,Closed for the Season (2010),Horror,185055,0.5,1,0.5
136668,RZ-9 (2015),Action|Sci-Fi,136668,0.5,1,0.5
112544,Blue (2003),Action|Drama|War,112544,0.5,1,0.5
140824,Götz von Berlichingen (2014),Adventure,140824,0.5,1,0.5
153562,Jaane Hoga Kya (2006),Action|Romance|Sci-Fi|Thriller,153562,0.5,1,0.5
179867,Live-In Fear (2014),Horror,179867,0.5,1,0.5
137088,Treasure Island (1999),Adventure|Children,137088,0.5,1,0.5
129832,Impy's Wonderland (2008),Adventure|Animation|Children|Fantasy,129832,0.5,1,0.5
175545,Dragstrip Girl (1994),(no genres listed),175545,0.5,1,0.5
178009,I Know What I Saw (2007),Crime|Thriller,178009,0.5,1,0.5
177423,Sant'Antonio di Padova (2002),Drama,177423,0.5,1,0.5
157089,Popeye Doyle (1986),(no genres listed),157089,0.5,1,0.5
93083,Live Music (2009),Animation,93083,0.5,1,0.5
162078,Wedding Day (2012),Drama,162078,0.5,1,0.5
162234,Hotel St. Pauli (1988),Drama,162234,0.5,1,0.5
155481,Kenny Chesney - Summer In 3D (2010),(no genres listed),155481,0.5,1,0.5
189261,Vlog (2008),Horror,189261,0.5,1,0.5
159572,Deep Blood (1990),Horror,159572,0.5,1,0.5
146098,Zabardast (2007),(no genres listed),146098,0.5,1,0.5
171217,They Call Me Macho Woman (1991),Action,171217,0.5,1,0.5
156133,Isle of Fury (1936),Adventure,156133,0.5,1,0.5
170851,The Mouse and His Child (1977),Animation,170851,0.5,1,0.5
155737,Shana: The Wolf's Music (2014),Adventure|Drama,155737,0.5,1,0.5
129879,Orders Signed in White (1974),(no genres listed),129879,0.5,1,0.5
117660,Earthstorm (2006),Sci-Fi,117660,0.5,1,0.5
138290,Paparazzi (1998),Comedy,138290,0.5,1,0.5
186471,Battalion (2018),Sci-Fi,186471,0.5,1,0.5
85694,Diamond Girl (1998),Drama|Romance,85694,0.5,1,0.5
181359,Polish Roulette (2012),Action|Comedy,181359,0.5,1,0.5
135466,Evil Behind You (2006),Action|Thriller,135466,0.5,1,0.5
156611,Snow Shark: Ancient Snow Beast (2011),Horror|Sci-Fi,156611,0.5,1,0.5
168542,American Summer (2016),Adventure|Comedy,168542,0.5,1,0.5
146246,Bhai (1997),(no genres listed),146246,0.5,1,0.5
171827,Zombeak (2006),Horror,171827,0.5,1,0.5
192337,Tale of Two Sisters (1989),Drama,192337,0.5,1,0.5
160756,Diana: Last Days of a Princess (2007),Drama,160756,0.5,1,0.5
146078,Zapatlela 2 (2013),Comedy|Horror,146078,1.5,3,0.5
119200,Wheelmen (2005),Comedy,119200,0.5,1,0.5
112778,Unrated II: Scary as Hell (2011),Horror,112778,0.5,1,0.5
158400,Hyper Sapien: People from Another Star (1986),Sci-Fi,158400,0.5,1,0.5
192111,Sound of the Sea (2001),(no genres listed),192111,0.5,1,0.5
139233,Sons of Liberty (2013),Action|Sci-Fi,139233,0.5,1,0.5
176195,Starquest II (1996),Sci-Fi|Thriller,176195,0.5,1,0.5
175821,Ivanka Trump- America's Real First Lady? (2017),Documentary,175821,0.5,1,0.5
91154,"Uninvited, The (1996)",Drama|Horror|Mystery|Thriller,91154,0.5,1,0.5
5805,Besotted (2001),Drama,5805,1.0,2,0.5
174811,Nukie (1988),Children|Sci-Fi,174811,0.5,1,0.5
179205,What's the Matter with Gerald? (2016),Comedy|Drama|Fantasy,179205,0.5,1,0.5
183131,Janosik: A True Story (2009),Drama|Romance|War,183131,0.5,1,0.5
128864,Four Sahibjade (2014),Animation,128864,0.5,1,0.5
175551,Getting Out (1994),Drama|Thriller,175551,0.5,1,0.5
187447,It's Alive! (1969),Horror|Sci-Fi,187447,1.0,2,0.5
122647,Movers & Shakers (1985),Comedy,122647,0.5,1,0.5
176651,Time Toys (2017),Children|Sci-Fi,176651,1.0,2,0.5
169018,Water Boyy (2015),Romance,169018,1.0,2,0.5
125159,Safety Patrol (1998),(no genres listed),125159,0.5,1,0.5
148178,Prancer Returns (2001),Children|Comedy,148178,0.5,1,0.5
186893,The Secret (1979),(no genres listed),186893,0.5,1,0.5
161258,Rampage (1986),Action|Adventure,161258,0.5,1,0.5
138018,Victoria Day (2009),Drama,138018,0.5,1,0.5
150122,OSS 117 se déchaîne (1963),Action|Crime,150122,0.5,1,0.5
175549,Eating (1990),(no genres listed),175549,0.5,1,0.5
179885,Faces of Death V (1995),Documentary|Horror,179885,0.5,1,0.5
111676,April Rain (2013),Action,111676,0.5,1,0.5
193019,Threesome Dance (2011),(no genres listed),193019,0.5,1,0.5
185067,Special Delivery (2008),Comedy,185067,0.5,1,0.5
156150,Call to Arms (1973),Action|Adventure|Drama,156150,0.5,1,0.5
185393,Adel Karam: Live from Beirut (2018),Comedy,185393,0.5,1,0.5
193037,Startling Proofs (1995),Documentary,193037,0.5,1,0.5
156137,Jock of the Bushveld (2011),Adventure|Animation|Children|Comedy,156137,0.5,1,0.5
145823,Land of Death (2004),Action|Horror|Thriller,145823,0.5,1,0.5
174429,Agent F.O.X. (2014),Animation,174429,1.0,2,0.5
130386,Men in White (1998),(no genres listed),130386,0.5,1,0.5
185301,Knuckleface Jones (1999),Comedy,185301,0.5,1,0.5
137817,Battle of the Brave (2004),Drama|Romance|War,137817,0.5,1,0.5
143691,Criminally Insane 2 (1987),Horror,143691,0.5,1,0.5
117859,Fugly! (2013),Comedy,117859,0.5,1,0.5
162230,Fair Sex (2012),Drama,162230,0.5,1,0.5
168318,Day of the Reaper (1984),Horror,168318,0.5,1,0.5
191487,God Bless the Broken Road (2018),Drama,191487,0.5,1,0.5
90114,I Dream Too Much (1935),Comedy|Musical|Romance,90114,0.5,1,0.5
177641,The Documentary of Ozbo (2014),(no genres listed),177641,0.5,1,0.5
164582,Moonlight Express (1999),Crime|Drama|Romance,164582,0.5,1,0.5
162902,2061 - Un anno eccezionale (2007),(no genres listed),162902,0.5,1,0.5
127166,6 Desires: DH Lawrence and Sardinia (2014),Documentary,127166,0.5,1,0.5
171635,Gnomes and Trolls: The Secret Chamber (2008),Animation|Children,171635,0.5,1,0.5
185063,Dream House (1998),Horror|Sci-Fi|Thriller,185063,0.5,1,0.5
116445,Crazy Enough (2013),Comedy,116445,0.5,1,0.5
162298,The Boxer (2009),Drama,162298,0.5,1,0.5
169806,Shame the Devil (2013),Crime|Mystery|Thriller,169806,0.5,1,0.5
187549,Wonderful Losers: A Different World (2017),(no genres listed),187549,0.5,1,0.5
161185,Helix (2015),Action|Mystery|Sci-Fi,161185,0.5,1,0.5
177639,Out of the Dark (1988),Comedy|Horror|Thriller,177639,0.5,1,0.5
146876,Algorithms (2013),Documentary,146876,0.5,1,0.5
129885,Le ultime ore di una vergine (1972),(no genres listed),129885,0.5,1,0.5
192753,Domino (2018),Crime|Thriller,192753,1.0,2,0.5
192197,The Row (2018),Thriller,192197,0.5,1,0.5
155707,Wrecker (2015),Action|Horror|Thriller,155707,1.0,2,0.5
137343,The Keeper (1995),Crime|Drama|Thriller,137343,0.5,1,0.5
170052,Halloweed (2016),Comedy|Horror,170052,0.5,1,0.5
184531,A Numbers Game (2010),Comedy|Drama|Romance,184531,0.5,1,0.5
176875,"Daniel, the Wizard (2004)",Comedy|Crime|Drama|Fantasy|Horror,176875,1.0,2,0.5
193227,Sick For Toys (2018),Horror,193227,0.5,1,0.5
177535,"I, Anna (2012)",Drama|Mystery|Thriller,177535,0.5,1,0.5
113170,Around June (2008),Animation|Drama|Fantasy|Romance,113170,1.0,2,0.5
154911,Buddy Hutchins (2015),Thriller,154911,0.5,1,0.5
148751,Il minestrone (1981),Comedy,148751,0.5,1,0.5
166854,Shelby: The Dog Who Saved Christmas (2014),(no genres listed),166854,0.5,1,0.5
141042,Sogno di una notte di mezza sbornia (1959),(no genres listed),141042,0.5,1,0.5
177125,Acting Like Adults (2014),Drama,177125,0.5,1,0.5
162266,Polar Storm (2009),Action|Sci-Fi,162266,0.5,1,0.5
124731,Just My Luck (1957),Comedy,124731,0.5,1,0.5
179199,Panteon Woods (2015),Horror,179199,0.5,1,0.5
177425,Maria Goretti (2003),(no genres listed),177425,0.5,1,0.5
155959,White Bondage (1937),Drama,155959,0.5,1,0.5
103923,Aloha Summer (1988),Comedy|Drama,103923,0.5,1,0.5
153080,Dopo quella notte (2010),Drama,153080,0.5,1,0.5
178553,Guilty by Association (2003),Action|Drama|Thriller,178553,0.5,1,0.5
122472,The Karate Dog (2004),Action|Adventure|Children|Comedy|Crime,122472,1.0,2,0.5
162274,Scrapbook (2000),Drama|Horror,162274,0.5,1,0.5
154570,Warm Spring (2003),Drama,154570,0.5,1,0.5
156657,The Iron Glove (1954),Adventure,156657,0.5,1,0.5
177963,Rumble (2016),Action,177963,0.5,1,0.5
181409,"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",(no genres listed),181409,0.5,1,0.5
119063,"Rimini, Rimini: A Year Later (1988)",Comedy,119063,0.5,1,0.5
160104,Ribbit (2014),Adventure|Animation|Children|Comedy,160104,0.5,1,0.5
97847,Search for the Beast (1997),Horror,97847,0.5,1,0.5
175547,Dying to Belong (1997),Drama,175547,0.5,1,0.5
167158,Slums: Cities of Tomorrow (2014),Documentary,167158,1.0,2,0.5
169644,"Al Murray, The Pub Landlord - Glass of White Wine for the Lady (2004)",Comedy,169644,0.5,1,0.5
181211,Vaxxed: From Cover-Up to Catastrophe (2016),Documentary,181211,2.0,4,0.5
128175,Beethoven's Treasure Tail (2014),Action|Adventure|Children,128175,1.0,2,0.5
160414,Mais Uma Vez Amor (2005),Comedy|Romance,160414,0.5,1,0.5
161618,The Dragon Lives Again (1977),Action|Fantasy,161618,0.5,1,0.5
190903,Dracula in Love (2018),Fantasy|Horror,190903,1.0,2,0.5
150152,Slime City (1988),Horror,150152,0.5,1,0.5
122930,El Robobo De La Jojoya (1991),Comedy,122930,0.5,1,0.5
149634,A Garibaldian in the Convent (1942),(no genres listed),149634,0.5,1,0.5
148416,The 12 Disasters of Christmas (2012),Sci-Fi,148416,0.5,1,0.5
178581,40 Days and Nights (2012),Action|Adventure|Sci-Fi|Thriller,178581,0.5,1,0.5
122361,Primates of the Caribbean (2012),Animation|Children|Comedy,122361,0.5,1,0.5
192045,If Beale Street Could Talk (2018),Drama|Romance,192045,0.5,1,0.5
130380,Absolute Aggression (2004),Action|Sci-Fi|Thriller,130380,0.5,1,0.5
101728,Miss Castaway and the Island Girls (2004),Adventure|Comedy|Fantasy,101728,1.5,3,0.5
167156,Omertà (2012),Drama|Thriller,167156,0.5,1,0.5
186387,Taylor Mead's Ass (1965),(no genres listed),186387,0.5,1,0.5
133541,Two Hundred Thousand Dirty (2014),Comedy,133541,0.5,1,0.5
184511,Keep Off My Grass! (1975),Comedy,184511,0.5,1,0.5
170255,Junior (2011),Documentary,170255,1.0,2,0.5
192295,Seeds of Death: Unveiling the Lies of GMOs (2012),Documentary,192295,0.5,1,0.5
186895,Something Different (1963),Drama,186895,0.5,1,0.5
192313,Making Out (2016),Comedy|Romance,192313,0.5,1,0.5
174509,Mama's Dirty Girls (1974),Crime|Thriller,174509,0.5,1,0.5
121825,Witch's Night Out (1978),Animation|Children,121825,0.5,1,0.5
143486,The Last Day of Summer (2007),Children|Sci-Fi,143486,0.5,1,0.5
154840,All Stars 2: Old Stars (2011),Comedy|Drama,154840,0.5,1,0.5
159022,Marching to Zion (2015),Documentary,159022,1.0,2,0.5
164077,Cat Girl (1957),Horror,164077,0.5,1,0.5
162794,The Ranch (2004),Comedy|Drama,162794,0.5,1,0.5
129883,Il fiore dai petali d'acciaio (1973),Thriller,129883,0.5,1,0.5
162580,Paradise (2015),(no genres listed),162580,0.5,1,0.5
155567,USS Seaviper (2012),Action|Drama|War,155567,0.5,1,0.5
159059,The Midnight Man (2016),Crime|Thriller,159059,0.5,1,0.5
154323,Κλέφτες (2007),Comedy,154323,0.5,1,0.5
106770,5up 2down (Getting High) (5 Up 2 Down) (2006),Drama,106770,0.5,1,0.5
148408,Mars Needs Women (1967),Horror|Sci-Fi,148408,0.5,1,0.5
176333,The Black Prince (2017),Drama,176333,0.5,1,0.5
88961,Missile to the Moon (1958),Sci-Fi,88961,0.5,1,0.5
162072,Bubblegum and Broken Fingers (2011),Crime|Drama|Western,162072,0.5,1,0.5
137829,Exile (2011),(no genres listed),137829,0.5,1,0.5
146972,Forbidden (1954),(no genres listed),146972,0.5,1,0.5
143625,Alex L'ariete (2000),Action|Adventure|Crime,143625,0.5,1,0.5
174881,Tutti gli uomini del deficiente (1999),Comedy,174881,1.0,2,0.5
173613,2012 Doomsday (2008),Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,173613,0.5,1,0.5
139487,Mummy Maniac (2007),Horror,139487,0.5,1,0.5
186583,Brides to Be (2016),Drama|Horror|Romance,186583,0.5,1,0.5
152417,The Ship Was Loaded (1957),Comedy,152417,0.5,1,0.5
153042,Elaan (2005),Action|Drama,153042,0.5,1,0.5
193603,A Faithful Man (2018),Comedy|Drama,193603,0.5,1,0.5
